objid,n_sources,grade,thetaE,thetaE_err,mag_g,mag_r,mag_i,mag_z,g_exp_time,g_mag_zero,r_exp_time,r_mag_zero,i_exp_time,i_mag_zero,z_exp_time,z_mag_zero
10640100100330.0,5,B,2.3937130097283807,0.46419363635154,20.426693,19.303013,18.965927,18.543648,103.0,31.644987,40.0,30.696417,60.0,31.21101,67.0,30.988686
10857100135196.0,1,B,1.9772547217909096,0.3293553132233401,20.88888,19.68903,19.292133,18.972433,267.0,32.690155,267.0,32.85357,333.0,33.077103,333.0,32.815704
10639100096768.0,4,C,4.2804634929620295,0.5277870048486748,21.100658,19.94421,19.62284,19.452843,285.0,32.658916,84.0,31.609692,145.0,32.127563,105.0,31.476753
10665700049491.0,1,B,1.7992795018658831,0.3189884437692805,18.293783,17.486588,16.713924,16.379555,96.0,31.490025,175.0,31.551174,90.0,31.607058,80.0,31.295815
10704300058113.0,2,C,2.5871226463237558,0.2780601489611179,21.44479,20.045994,19.49619,19.248981,177.0,31.840761,147.0,31.675957,60.0,31.040123,81.0,31.206957
10715000094501.0,1,A,2.666405167932349,0.3748022481199431,18.735891,17.829012,17.427260999999998,17.247017,90.0,31.400883,62.0,31.251339,90.0,31.650467,30.0,30.106352
10753800087112.0,1,C,2.029644870769363,0.3325269056999806,18.680765,18.040623,17.696215,17.524498,90.0,31.394243,90.0,31.698206,90.0,31.645292,120.0,31.569967
10817800131711.0,2,A,3.1104290608675207,0.4702288481414403,21.835817,20.67136,19.554836,19.055323,90.0,31.512877,100.0,31.670279,134.0,32.03051,121.0,31.598839
10946000068202.0,1,B,2.505143648933972,0.3635065432945357,20.955807,19.997192,18.987986,18.506258,90.0,31.4711,90.0,31.601686,90.0,31.738,90.0,31.355742
10652400167530.0,2,C,3.0878678488392017,0.6882803070709185,21.885689000000003,21.01099,20.438461,20.268002,200.0,32.402218,51.0,31.073515,90.0,31.609745,82.0,31.215065
10907700205346.0,1,C,5.03297564267277,0.568056333647794,21.674173,20.27373,19.774853,19.449024,300.0,32.743896,150.0,32.197796,300.0,32.879646,333.0,32.53789
10948200113235.0,3,C,3.136941522718404,0.9665020792008572,21.782597,20.34893,19.265842000000003,18.827059,50.0,30.72586,150.0,32.213615,90.0,31.657507,163.0,32.128838
10795500113945.0,2,C,1.9973917966525008,0.4364829944472516,19.92976,18.841543,18.54868,18.255184,90.0,31.562937,63.0,31.323214,217.0,32.59558,61.0,30.91621
10869300009980.0,1,C,1.3669813479400506,0.2967590606134208,20.62535,19.67092,18.75539,18.308443,300.0,32.746906,150.0,32.174355,80.0,31.439219,90.0,31.332123
10832100081054.0,2,A,2.7431792923385894,0.3267575191806919,18.722513,17.798956,17.523127,17.168814,90.0,31.553627,52.0,31.073793,90.0,31.67428,50.0,30.73251
10666800097947.0,1,B,1.8010961208586838,0.3190909468564127,20.584404,19.912374,20.463512,20.236473,99.0,31.478994,46.0,30.877386,153.0,32.21898,250.0,32.301903
10832000167546.0,2,C,3.0945171355519885,0.4911700307845619,20.123602,19.614962,19.428625,19.533522,90.0,31.566599,30.0,30.46774,90.0,31.66723,56.0,30.849281
10972200140319.0,1,C,2.593610146349696,0.369658891293691,21.01918,20.522615,20.133446,19.999954,90.0,31.4819,90.0,31.677082,150.0,32.27439,139.0,31.846119
11011000246368.0,1,B,1.914714191800023,0.3256391628210651,20.533781,19.11111,18.745674,18.342287,90.0,31.472132,90.0,31.673218,177.0,32.40159,161.0,31.96918
10728800082323.0,2,B,3.0356879358976734,0.4966068658009047,18.833857,17.688617999999998,17.357744,17.279589,90.0,31.5424,90.0,31.581345,90.0,31.565918,120.0,31.542597
10654100133275.0,1,C,2.489536403732498,0.3624327179699612,18.669483,17.69374,17.241568,17.007801,113.0,31.616419,40.0,30.699057,189.0,32.44403,100.0,31.498222
10908600115095.0,2,C,4.269995770983394,0.343553949307175,21.933748,20.99163,20.668253,20.501297,240.0,32.558075,30.0,30.464912,120.0,31.940777,80.0,31.254608
10650800030021.0,2,B,5.165852579384413,0.9032798373434056,21.9439,20.499184,19.790152,18.590298,90.0,31.38665,40.0,30.67582,90.0,31.6721,219.0,32.261868
10639800116327.0,1,C,3.5815222690125563,0.444581350974519,18.95131,17.788467,17.343597,17.083591000000002,128.0,31.922379,60.0,31.25964,90.0,31.640598,100.0,31.522636
11024900263876.0,1,C,4.070008780739733,0.4847981794035383,21.080095,19.489595,18.840624,18.467327,100.0,31.600311,150.0,32.298836,195.0,32.522858,90.0,31.237309
10985600024867.0,1,B,2.5350913311120715,0.3655768600045628,20.634228,19.587433,19.139778,18.905472,240.0,32.440018,180.0,32.378754,90.0,31.636425,90.0,31.28165
10755600006882.0,2,B,1.8450662215877784,0.2688194582054996,21.465324,20.36198,19.44934,19.220324,45.0,30.818968,250.0,32.8161,250.0,32.831905,240.0,32.454315
10999000088005.0,1,C,2.830343461654848,0.3866367818887948,18.567379000000003,18.126535,17.82732,17.793953,267.0,32.59279,210.0,32.62355,333.0,32.992443,333.0,32.6672
10704100079166.0,3,C,3.806133656689049,0.3229049000615855,18.958786,18.109312,17.480311999999998,17.211697,191.0,31.998121,40.0,30.701733,176.0,32.35108,117.0,31.616165
10628700121630.0,2,C,1.5551300543355635,0.2814667941521228,20.839417,19.585072,19.141533,18.98524,250.0,32.61109,66.0,31.355747,210.0,32.554207,80.0,31.27843
10973100191392.0,3,C,2.754469986276556,0.6430086983545777,20.470455,18.815365,18.370562,18.099342,100.0,31.61351,150.0,32.226364,80.0,31.371944,90.0,31.290384
10730700102688.0,1,A,2.2844378740761444,0.3486633390609562,19.802692,18.638863,18.322887,18.040821,90.0,31.538881,50.0,31.147259,200.0,32.51777,200.0,32.18533
10857000083355.0,2,C,3.337484096546037,0.2636832094963999,21.699196,20.164473,19.68106,19.334549,90.0,31.562029,43.0,30.870783,90.0,31.613379,90.0,31.247187
10946800140415.0,2,C,3.1207015269049045,0.4211370893791143,21.947397,20.275305,19.489304,19.22232,267.0,32.719196,267.0,32.890373,333.0,33.074776,333.0,32.834213
10985200124866.0,1,C,5.162189410772027,0.5795356374951142,21.566795000000003,20.240353,19.631802,19.249992,90.0,31.46334,90.0,31.676292,90.0,31.595016,90.0,31.383577
10703200085179.0,1,C,3.8345898620851218,0.4652100107521977,20.358238,18.867966,18.247156,18.03521,98.0,31.478214,40.0,30.70684,90.0,31.661892,80.0,31.16684
10959800080297.0,15,C,5.112653124122379,0.6797074083081182,21.350544,20.09604,19.528437,19.265558,240.0,32.46062,180.0,32.39116,90.0,31.610477,90.0,31.296988
10845200171049.0,2,B,2.7707794453531247,0.4670901957274869,20.05948,19.401587,19.006577,18.874495,100.0,31.5942,100.0,31.82798,202.0,32.305122,65.0,31.129257
10677300034637.0,5,C,3.12413967990208,0.3165739892745748,20.30547,19.052288,18.499908,18.219213,86.0,31.450005,40.0,30.709297,100.0,31.706171,80.0,31.18921
10625100177205.0,2,B,2.3293099152712613,0.2684137502750925,18.911867,18.018124,17.624098,17.34662,90.0,31.509848,59.0,31.233847,219.0,32.60831,188.0,32.211147
10705600111930.0,1,C,3.959416209173404,0.4755516030618033,20.644594,19.536839,19.07293,18.780058,105.0,31.534836,72.0,31.37491,90.0,31.614492,80.0,31.252571
10666900073073.0,1,A,2.038302582011829,0.3330560525772815,20.289562,19.727522,19.405497,19.423119,108.0,31.74517,79.0,31.60159,180.0,32.385284,80.0,31.189371
10767500139928.0,1,C,1.5247141323139553,0.3043469925147593,20.49946,19.425898,18.958412,18.636932,90.0,31.08101,30.0,30.495205,113.0,31.89287,90.0,31.238962
10653300117033.0,1,C,3.6343538474113513,0.4488483473089066,20.258354,18.973503,18.50245,18.192001,144.0,31.96858,160.0,32.333492,250.0,32.81822,240.0,32.272423
10960700140768.0,2,C,3.14536447223354,0.2654653024765294,21.87513,20.877325,20.76114,20.324282,100.0,31.615665,120.0,31.921057,100.0,31.711117,120.0,31.64717
10959700213261.0,1,B,2.909306205386795,0.392454055867717,21.503057,20.10442,19.554005,19.127724,90.0,31.477047,90.0,31.663485,90.0,31.59707,90.0,31.314013
10805300078215.0,1,B,3.9360807133765303,0.4736104663350959,19.76717,18.9128,18.803326,18.713083,90.0,31.534073,90.0,31.697271,151.0,32.21822,119.0,31.623444
10768600002121.0,3,C,3.151609605732409,0.3135231901161709,19.27076,19.11702,19.08643,18.917168,90.0,31.566084,60.0,31.297112,80.0,31.588203,120.0,31.685966
10729100164007.0,1,C,2.256476520420467,0.3468377471846001,20.921541,19.21848,18.674688,18.328478,90.0,31.557991,80.0,31.60107,125.0,32.021065,282.0,32.607105
10895800116746.0,1,B,5.925086918685845,0.6484181597856596,19.225266,18.37053,17.991735000000002,17.747898,240.0,32.557953,30.0,30.471882,120.0,31.938742,78.0,31.171785
10705200121335.0,1,C,1.887938359619099,0.324072017454782,21.000998000000003,19.810616,19.179367000000003,18.806036,101.0,31.484676,40.0,30.797688,90.0,31.624537,129.0,31.635601
11013400022864.0,4,C,1.8009197781524766,0.4385089118906222,19.374744,18.307026,17.779226,17.700836,96.0,31.70959,70.0,31.279034,30.0,30.529716,30.0,30.260904
10691200136216.0,1,C,2.018759246271927,0.3318635999082815,21.273348,20.208359,19.715935,19.554611,125.0,31.744675,40.0,30.700825,90.0,31.650146,80.0,30.678295
11072800396197.0,3,B,2.924840751409088,0.3223916612216846,21.724316,20.227478,19.688606,19.348494,90.0,31.533976,30.0,30.512712,90.0,31.632095,90.0,31.368988
10652700041015.0,2,C,3.5258730261660904,0.7179869772479984,18.533772,17.586184,17.219376,17.048264,134.0,32.0066,46.0,30.85303,90.0,31.65141,86.0,31.287941
10844700077923.0,3,A,3.209918681330278,0.3570572253931235,21.298706,20.526487,19.648888,19.589165,267.0,32.746918,267.0,32.9105,333.0,33.074768,333.0,32.77211
10728900088748.0,1,C,2.470967744864643,0.3611597651478008,20.110863,18.88631,18.473236,17.645702,90.0,31.547092,30.0,30.467657,160.0,32.24187,47.0,30.580673
10795200101555.0,1,C,2.4561852031628444,0.3601499930894918,21.080997,19.528095,18.673656,18.267063,90.0,31.57395,43.0,30.909027,60.0,31.110344,199.0,32.24736
10704000034572.0,1,C,2.553811990674512,0.3668775229380087,20.250908,19.042698,18.72622,18.345547,125.0,31.740715,140.0,31.888454,90.0,31.649525,185.0,32.11321
10690100201637.0,4,A,5.067284068259836,0.6799167642295347,18.140388,17.473873,16.80172,16.815217999999998,285.0,32.718903,300.0,32.88375,300.0,32.837242,80.0,31.184244
10690800048075.0,3,B,3.859897155199732,0.4660420845848799,21.43711,19.78484,18.951057,18.407993,171.0,32.105007,58.0,31.209953,160.0,32.256012,115.0,31.570738
10909600007728.0,2,C,1.7070496162729865,0.4666455149367413,20.5448,19.417864,18.699863,18.065628,300.0,32.81891,150.0,32.2462,300.0,32.954098,300.0,32.60804
10907100158858.0,2,C,1.9094215878686525,0.2712943957930738,21.968071,20.42337,19.593481,19.200367,96.0,31.684767,120.0,31.963142,30.0,30.535427,30.0,30.2105
10715900095735.0,4,C,3.6933428201150176,0.6832977795789024,19.687637,18.281044,17.905058,17.734692000000003,174.0,32.263298,90.0,31.58831,90.0,31.647755,69.0,30.918524
10769100043189.0,1,C,1.0889206233605777,0.2850211241992423,20.946293,19.941353,19.663712,19.34954,300.0,32.757935,30.0,30.521759,90.0,31.61898,56.0,30.847488
10959400145879.0,1,C,2.690802985518786,0.3765418530107485,19.592133,18.082214,17.25235,16.889389,90.0,31.49923,90.0,31.658772,150.0,32.248104,60.0,30.991928
10987600045877.0,4,A,1.8525070453309165,0.3526012450001678,18.667213,17.541847,18.332956,18.092842,90.0,31.069078,100.0,31.852407,90.0,31.325031,90.0,31.273705
10844500118915.0,1,C,1.3343076369447102,0.2952682317827127,20.093252,19.591743,19.366962,19.312088,267.0,32.620365,267.0,32.809715,333.0,33.002914,333.0,32.702934
10947700064242.0,1,B,3.410760515718739,0.430943654038274,18.349924,17.474529999999998,17.098808,16.913681,100.0,31.608831,150.0,32.226624,45.0,30.825445,124.0,31.762606
10768800132736.0,1,C,2.144249820698905,0.3396433908317264,19.78123,19.574526,19.421457,19.528543,90.0,31.579699,60.0,31.291956,90.0,31.636421,120.0,31.703392
10972300229452.0,1,C,1.2644700946852856,0.292178723050694,18.386074,17.823544000000002,18.367638,18.319277,267.0,32.7375,267.0,32.89194,333.0,33.058437,333.0,32.784325
10665700097232.0,1,C,1.8499321210378332,0.3218727210008257,20.120058,18.989996,18.54811,18.259827,107.0,31.523691,58.0,31.22065,90.0,31.661219,80.0,31.285412
10894100059500.0,4,C,2.785542945613824,0.4184889613120212,20.666206,19.248436,18.757483,18.64728,96.0,31.692957,200.0,32.51977,30.0,30.503693,30.0,30.21554
10691100129521.0,1,C,1.6654158056109385,0.3116338525510143,20.51239,19.3587,18.975788,18.61467,127.0,31.775585,59.0,31.19048,90.0,31.655025,80.0,31.184505
10807000122939.0,3,C,4.278772794075272,1.020401450894107,21.345123,20.833443,20.267063,19.991127,90.0,31.566866,100.0,31.8252,90.0,31.636425,56.0,30.837662
10666100006712.0,1,C,2.831477112773433,0.3867197776188822,21.50977,20.159771,19.389854,19.04932,200.0,32.343857,160.0,32.359356,250.0,32.77703,240.0,32.27872
10882100284039.0,1,B,1.537614600649276,0.3049953222613395,18.576984,17.913483,17.589272,17.469604,300.0,32.779667,150.0,32.194874,254.0,32.810394,90.0,31.343294
10629200079029.0,1,C,2.38296304828828,0.3551966904337282,19.908255,18.672745000000003,18.32614,17.99946,117.0,31.763586,125.0,32.046707,90.0,31.641392,100.0,31.514717
10677700110049.0,1,C,2.686450294780261,0.3762309289030469,21.609524,20.858671,20.532701,20.569431,87.0,31.345795,40.0,30.698563,90.0,31.605394,240.0,32.46188
10794800069171.0,1,C,1.6860160825361428,0.3127396078300687,20.568258,19.799284,19.588446,19.384518,300.0,32.75324,30.0,30.522871,90.0,31.644165,111.0,31.666897
10616100039914.0,3,C,4.859724165282766,0.3988118358610462,19.693037,18.100906,17.328297,16.967987,267.0,32.633938,267.0,32.82573,100.0,31.743027,300.0,32.655663
10704100145350.0,1,A,2.9607514426228496,0.3962827917660984,21.747076,20.290169,19.662207,19.31311,191.0,31.994274,46.0,30.978268,90.0,31.669804,56.0,30.834326
10703700103592.0,2,C,5.3427917733133015,0.459220802447815,19.99208,18.7554,18.22123,17.978657000000002,104.0,31.525766,52.0,31.098806,210.0,32.576202,116.0,31.60939
10756800090538.0,1,B,3.718467010235745,0.4556857788675389,21.390182,20.297153,19.911331,19.625698,90.0,31.569895,55.0,31.231607,90.0,31.643839,168.0,32.060104
10883600034835.0,1,C,2.0628543234620977,0.3345642533180475,20.24824,18.867668,18.583921,18.233358,100.0,31.605637,150.0,31.95005,90.0,31.66463,70.0,31.221096
10779600002185.0,2,C,6.212934317840844,0.2897794961790278,18.254913,17.541616,17.48481,17.14566,90.0,31.414698,90.0,31.595057,90.0,31.59737,90.0,31.332195
10882800134439.0,2,B,3.820891833987256,0.2994860036567254,18.832693,17.897645999999998,17.599901000000003,17.467247,90.0,31.575434,50.0,30.953226,239.0,32.67569,82.0,31.230864
10907500093585.0,2,C,2.9236623880498565,0.3264234208305848,21.411879000000003,19.915365,19.230518,19.191284,90.0,31.550585,90.0,31.648624,90.0,31.68479,186.0,32.072334
10831000018911.0,1,C,2.854968998562715,0.3884430972839419,19.879852,18.941664000000003,18.628456,18.45353,60.0,30.87699,100.0,31.676075,113.0,31.850014,109.0,31.568615
10768200012284.0,2,B,2.8364111800090317,0.3990704309009591,21.815224,20.756832,20.24329,19.99187,90.0,31.570637,30.0,30.52259,90.0,31.659811,56.0,30.842003
10613400010493.0,1,B,3.428387250635555,0.4323400876661846,19.786564,18.590881,18.2096,17.973598000000003,300.0,32.90456,60.0,31.259155,300.0,32.99639,80.0,31.23405
10920400109718.0,4,B,3.893262053241948,0.5932202104550547,18.780218,18.113956,18.178051,17.90086,300.0,32.747803,90.0,31.645529,300.0,32.87194,141.0,31.79798
10997900265362.0,2,B,2.329421518493782,0.40949826372667,21.11905,19.534336,19.028069,18.746672,90.0,31.466316,90.0,31.682486,90.0,31.602028,90.0,31.395256
10894400099899.0,1,C,2.920911316502455,0.3933151270784294,20.67289,19.501812,19.099783,18.713728,90.0,31.514475,90.0,31.700396,90.0,31.690498,62.0,30.880905
10664500142307.0,1,C,4.219762032620805,0.497436906672073,21.549438,20.67268,20.704395,20.45538,285.0,32.712025,66.0,31.203438,145.0,32.14866,125.0,31.58062
10628000108800.0,1,C,1.7503139041264857,0.3162523480225641,20.976673,19.8013,19.381975,19.01866,200.0,32.471115,170.0,32.4088,300.0,33.02618,240.0,32.29312
10882100137908.0,2,C,2.3229622168216526,0.2636056830959733,20.160637,19.01742,18.614868,18.28215,300.0,32.79218,250.0,32.883583,250.0,32.827377,250.0,32.536415
10665000099383.0,2,C,2.875284955232032,0.3483323346843331,19.082716,17.997726,17.662254,17.459127,82.0,31.281824,254.3812,32.37767,100.0,31.64275,88.0,31.112408
10998700119569.0,2,C,1.8499528085842627,0.2649416442974693,21.115742,20.319307,19.878902,19.44571,100.0,31.635584,150.0,32.31382,138.0,32.111282,152.0,31.94476
10638900049868.0,1,C,2.619947736553088,0.3715115360560106,21.729765,20.151745,19.390514000000003,18.967022,86.0,31.4407,86.0,31.574053,80.0,31.532608,169.0,31.823624
10679700112940.0,1,A,3.5336864078207184,0.44073683336904,18.884325,17.415804,16.764682999999998,16.49379,175.0,32.075184,40.0,30.798485,90.0,31.655867,82.0,31.19197
10806300193518.0,1,C,2.9744673336659635,0.397308594407998,19.789173,18.734465,18.379671,18.147108,180.0,32.195564,30.0,30.462196,180.0,32.376884,80.0,31.250269
10792900051027.0,1,B,2.357018654103257,0.3534613548295022,21.83578,20.280655,19.617455,19.282713,90.0,31.430254,41.0,30.831758,90.0,31.604904,60.0,30.798153
10808300114980.0,2,C,2.012695435632,0.4901917548676288,19.870928,18.809067,18.451527,18.323963,90.0,31.560892,37.0,30.740517,90.0,31.68838,68.0,31.036215
10934700129082.0,1,C,1.7704427445807291,0.3173708164251803,21.316847,19.64279,19.176888,18.905056,45.0,30.506296,100.0,31.821852,151.0,32.11151,71.0,31.077791
10985900283237.0,2,C,3.643602687725784,0.5390732779726306,19.420582,18.08956,17.691338000000002,17.429454999999997,60.0,31.002254,60.0,31.217993,60.0,31.17255,333.0,32.755543
10945500213626.0,2,C,2.850697173441786,0.2998767487115693,19.28469,18.479239,18.2952,18.156048,96.0,31.667454,30.0,30.55602,30.0,30.486631,30.0,30.206486
10625000208534.0,1,B,2.5567188389951,0.367079926196904,18.174051,17.346256,16.970129999999997,16.765005,90.0,31.532276,60.0,31.354275,171.0,32.342823,159.0,32.036484
10998000235380.0,1,C,1.4772336135933752,0.3019962772805344,21.511562,20.511414,19.51643,19.222195000000003,267.0,32.644306,90.0,31.67449,90.0,31.597626,333.0,32.796764
10894900009985.0,1,C,2.91476402954147,0.3928588213074619,18.967613,18.414413,17.93371,17.822405,300.0,32.78789,250.0,32.877327,250.0,32.821167,250.0,32.536167
11011600280988.0,2,C,2.7663466385852296,0.344548249105236,19.865017,18.743208,18.350246,18.140263,100.0,31.617517,150.0,32.220024,45.0,30.800068,90.0,31.388767
10869800017539.0,1,C,3.490555432323825,0.4372863275489569,21.034536,19.557632,18.75691,18.463037,90.0,31.566057,120.0,31.940796,90.0,31.613548,68.0,31.027
10782000107950.0,1,A,2.00479061462819,0.3310157308724357,18.745806,17.563370000000003,17.08503,16.8093,300.0,32.747803,62.0,31.3087,90.0,31.653177,56.0,30.820127
10613400204377.0,3,A,4.956399352001086,0.756499254388256,21.450470000000003,20.084482,19.568913,19.125774,300.0,32.90533,40.0,30.768087,300.0,33.001534,100.0,31.51616
10960600123615.0,1,B,1.9312332412922149,0.3266131937364447,20.347157,19.259598,19.015783,18.800295,100.0,31.617819,210.0,32.588413,90.0,31.651527,120.0,31.662306
10628400094667.0,2,A,3.065988962968313,0.2653609005819266,19.45041,18.044039,17.583431,17.318724,165.0,32.057915,40.0,30.702026,290.0,32.90782,100.0,31.503738
10845100009298.0,2,A,1.6080959627703393,0.2983550839417925,21.933096,20.215637,19.475494,19.075935,90.0,31.5853,30.0,30.528856,90.0,31.65581,64.0,31.114113
10768100107721.0,2,C,2.426164485327096,0.2636273272148052,20.932728,19.332222,18.800571,18.575792,90.0,31.547695,31.0,30.51858,195.0,32.466904,49.0,30.691967
10741000005302.0,1,C,1.719933375846166,0.3145810995172722,18.886795000000003,18.07193,17.655018,17.526314000000003,90.0,31.390131,90.0,31.69558,90.0,31.599445,90.0,31.340889
10627500013617.0,2,B,3.478376767287079,0.2673539229048429,21.211529,19.86868,19.323528,19.139975,113.0,31.615158,60.0,31.293613,90.0,31.617891,100.0,31.509111
10679500083018.0,1,C,2.7359777872118407,0.3797832335967005,21.002375,20.20317,19.87767,19.553926,175.0,32.103058,40.0,30.80458,50.0,30.99286,204.0,31.655003
10677600092934.0,2,B,2.0459434337532483,0.2654251177657245,21.226604,19.655132,19.272343,18.822031,86.0,31.422047,86.0,31.577175,86.0,31.509901,80.0,31.18937
10908300184604.0,5,C,3.440639327046513,0.6855347742902143,21.267038,19.606792,19.074795,18.918787,69.0,31.02494,90.0,31.61741,80.0,31.457798,90.0,31.394897
10907700301586.0,6,C,4.456080874072309,0.3780478620707369,19.362383,18.209778,17.746346,17.716255,300.0,32.738625,150.0,32.200005,300.0,32.878,86.0,31.272049
10716400028080.0,1,C,2.5711500313384628,0.3680865181401212,20.657309,19.338648000000003,18.982391,18.67841,111.0,31.69188,52.0,30.97762,160.0,32.23888,80.0,30.58709
10959800188701.0,2,C,3.4763497438420026,0.9718621273567752,21.456469,20.88619,20.060528,19.574932,240.0,32.46284,90.0,31.650843,90.0,31.647404,90.0,31.373804
10907900176534.0,1,A,1.8047738575828167,0.3192986795621673,20.478027,19.25927,18.809137,18.539186,90.0,31.446106,90.0,31.6238,80.0,31.459557,90.0,31.369781
10781400039121.0,3,C,3.384923671277525,0.9428764479371132,19.41423,18.643858,18.455688,18.3032,90.0,31.568218,31.0,30.56821,90.0,31.6291,44.0,30.561943
10782700040397.0,2,C,2.2606586959225825,0.3648755004982576,19.87536,18.506292,18.05323,17.866444,90.0,31.566444,43.0,30.918024,117.0,31.925734,94.0,31.397413
10907800085661.0,1,C,2.345061580917182,0.3526651360468426,20.737171,19.506681,19.098618,19.010452,300.0,32.683117,150.0,32.153744,300.0,32.90628,300.0,32.62909
10781400060898.0,1,C,3.4490689069227023,0.4339819388488531,20.334038,19.271454,18.931173,18.804962,90.0,31.570911,60.0,31.300152,90.0,31.641266,56.0,30.826315
10920500194491.0,2,B,1.64060915890937,0.2752871352038574,21.459362,20.398777,19.845596,19.612911,300.0,32.748936,150.0,32.18437,80.0,31.437698,90.0,31.353203
10652400041437.0,1,B,1.2976914697927118,0.293631727692577,19.83081,18.589243,18.004353,17.682232,126.0,31.883505,150.0,32.342793,90.0,31.6138,198.0,32.14644
10730700009012.0,3,B,3.3606834647452186,0.5983512518816009,18.13771,17.949453,17.948685,17.924633,90.0,31.536018,50.0,31.144173,200.0,32.514725,51.0,30.730255
10909200258434.0,1,C,2.542791417993392,0.3661112425946634,21.70108,20.05484,19.692795,19.653267,100.0,31.605383,150.0,32.225685,45.0,30.801968,98.0,31.565235
11010900090108.0,3,C,1.9540061090788,0.5186603392792344,20.881134,19.391108,19.025917,18.51559,267.0,32.644245,60.0,31.209133,90.0,31.605453,333.0,32.820145
11010500264049.0,1,C,3.654140803530858,0.4504520064560613,20.462399,19.226036,18.771027,18.380608,90.0,31.494427,90.0,31.684278,90.0,31.596333,134.0,31.829525
10897400220264.0,4,C,3.3228633474803746,0.4588495093879128,21.260895,20.927359,20.827848,20.474970000000003,90.0,31.491701,100.0,31.8248,90.0,31.662436,121.0,31.675602
10754900057362.0,1,B,2.5936170353991312,0.3696593746452615,19.737553,19.0109,18.716133,18.508453,90.0,31.581213,30.0,30.458836,90.0,31.594997,62.0,30.95227
10896900161265.0,1,C,1.935746482483537,0.3268802601021877,19.759663,18.749432,18.332752,18.04646,100.0,31.58079,100.0,31.827944,90.0,31.660875,70.0,31.107359
10843800067646.0,1,C,1.8918230859885183,0.3242984827081237,21.665676,21.06856,20.605453,20.468143,90.0,31.436226,90.0,31.613207,90.0,31.609104,108.0,31.539843
10883200160745.0,2,C,2.47139008323503,0.3950163209222708,20.00834,20.151,18.484505,18.18751,90.0,31.585539,120.0,31.930874,90.0,31.652422,134.0,31.886131
10626100137038.0,1,B,1.9882515673763588,0.3300166707179283,21.982155,20.60694,19.461458,18.824312,125.0,31.82185,125.0,32.01094,80.0,31.52868,80.0,31.173489
10805700160500.0,1,C,2.9629296677680124,0.3964455601484252,20.884558,19.752005,19.317394,18.948853,90.0,31.570274,41.0,30.833897,90.0,31.665337,120.0,31.554096
10972000237690.0,2,A,3.187876671203365,0.2645823177917302,21.616903,19.91791,18.938955,18.684914000000003,90.0,31.478352,90.0,31.664783,150.0,32.25367,60.0,30.982893
10945600013954.0,1,A,1.8693885356178452,0.3229948838155093,19.8953,19.213495,19.018702,18.803894,96.0,31.683605,30.0,30.560684,30.0,30.499853,30.0,30.222038
10819600218243.0,3,B,2.5154618428465634,0.2815415350808338,21.326977,20.217657,19.523418,19.38151,90.0,31.576616,41.0,30.863712,90.0,31.671455,70.0,31.212557
10729100152908.0,1,C,2.3038691173400743,0.3499395506345822,19.606335,18.886292,18.626133,18.37622,90.0,31.553661,30.0,30.460934,160.0,32.228928,92.0,31.386322
10934800147335.0,1,C,1.8984849070020704,0.3246875566158127,21.701708,19.960503,19.610676,19.347029,100.0,31.63239,150.0,32.22597,45.0,30.814955,118.0,31.686934
10806300222149.0,1,C,4.001020025746896,0.4790210563892541,21.593136,19.969955,19.106369,18.944862,180.0,32.166504,30.0,30.46659,180.0,32.371353,72.0,31.121716
11022500070369.0,1,C,2.084928529637331,0.3359297988225469,20.633465,19.006107,18.367779,18.008366,96.0,31.68501,30.0,30.584146,30.0,30.411743,30.0,30.164288
10653400099014.0,1,C,2.8318409423700768,0.3867464172152529,20.91781,19.702347,19.039822,18.977118,144.0,31.952068,41.0,30.736332,90.0,31.60677,80.0,31.199114
10818500164538.0,3,C,2.8142537685094227,0.8042828991007687,20.590134,18.924011,18.634228,18.199354,90.0,31.562958,41.0,30.822687,90.0,31.609138,60.0,30.792116
10664500138272.0,1,B,2.3831126450254776,0.3552067268349563,20.384777,18.991104,18.776527,18.454224,86.0,31.448776,40.0,30.715977,100.0,31.70628,213.0,32.047752
10959600073756.0,1,C,1.347272934468427,0.2958563901616994,21.487717,20.26751,19.643377,19.320713,90.0,31.467459,90.0,31.67636,90.0,31.596752,55.0,30.829054
10613400069869.0,2,B,4.357701525825219,0.3811918378566012,20.81783,19.349468,18.883347,18.591942,300.0,32.906895,240.0,32.84834,300.0,32.995266,240.0,32.494324
10780400002371.0,2,A,3.7062404350529,0.2740624690963135,21.81188,20.071636,19.614017,19.352339,90.0,31.589308,30.0,30.455038,66.0,31.281586,56.0,30.86761
10907100045641.0,1,C,2.2754352272513687,0.3480741512008108,19.983826,18.826946,18.485077,17.972248,96.0,31.678839,30.0,30.559462,30.0,30.392403,30.0,30.209625
10729300125394.0,1,C,2.3895162170823228,0.355636665034687,21.485298,20.086395,20.167137,19.632002,90.0,31.561485,30.0,30.463812,210.0,32.579105,56.0,30.8614
10702500151597.0,1,C,2.613782180286266,0.3710769904747804,20.95612,20.220325,19.952085,19.637733,95.0,31.391611,55.0,31.045359,90.0,31.658081,88.0,31.330402
10664100054297.0,1,A,1.2112643791739557,0.2899158049547432,20.437359,19.438412,19.62524,19.146051,130.0,31.792995,86.0,31.572826,90.0,31.595028,100.0,31.457302
