objid,n_sources,grade,thetaE,thetaE_err,mag_g,mag_r,mag_i,mag_z,g_exp_time,g_mag_zero,r_exp_time,r_mag_zero,i_exp_time,i_mag_zero,z_exp_time,z_mag_zero
10756700020248.0,3,C,3.008786968166534,0.7057493873839105,21.255817,19.567513,18.882902,18.255505,90.0,31.56077,82.0,31.5508,90.0,31.651958,135.0,31.813597
10958900036875.0,1,A,2.40421288755811,0.3566257927954805,19.356735,17.927359,17.447353,16.999129999999997,90.0,31.474922,30.0,30.515074,90.0,31.601044,90.0,31.36028
10908900026456.0,2,B,2.873699874091816,0.3590797801629911,18.996742,17.647896,17.054306,16.934525,90.0,31.578552,30.0,30.48397,90.0,31.663942,94.0,31.425407
10716700033649.0,1,C,2.4765479520730533,0.3615417784837215,21.748703,20.007446,19.314205,18.932121,90.0,31.553345,32.0,30.549109,90.0,31.661089,147.0,32.034824
10807500121371.0,1,C,4.624802466571806,0.5322288403948875,20.194818,19.095013,18.54477,18.234478,300.0,32.748337,30.0,30.527517,90.0,31.64937,87.0,31.286268
10998100229447.0,1,C,2.077061074342234,0.3354420770646956,17.850873999999997,17.581448,17.575810999999998,17.508038,90.0,31.475485,90.0,31.66176,90.0,31.565338,60.0,30.896683
10626200106741.0,1,C,1.7189474578721504,0.3145272065008865,20.54134,19.38451,19.036331,18.491158,300.0,32.897736,240.0,32.85807,300.0,32.997147,240.0,32.507206
10845800096259.0,1,C,2.6549317491581186,0.3739868793512386,21.228119,19.642004,19.21429,18.878386,90.0,31.571444,100.0,31.815464,90.0,31.65824,62.0,30.966274
10715800067036.0,1,C,2.0446662203727453,0.3334458869551905,19.443792,18.66798,18.412796,18.166988,90.0,31.419037,90.0,31.589012,90.0,31.651096,113.0,31.513966
10664800077603.0,1,C,1.9644573868359143,0.3285886307329301,20.558758,19.04676,18.702023,18.334568,86.0,31.444695,86.0,31.573114,86.0,31.515099,80.0,31.166874
10638500106639.0,1,C,2.875697471643375,0.3899691263217654,19.161695,18.124146,17.721226,17.484793,86.0,31.438896,86.0,31.568184,100.0,31.695293,100.0,31.04079
10652100019526.0,2,C,3.741153746928923,0.2634506165649389,19.939402,18.872770000000003,18.65142,18.443966,174.0,32.248478,60.0,31.136972,30.0,30.403126,81.0,31.112366
10818100164892.0,4,B,5.26022450030684,0.4216492411665717,18.379927,17.489475,16.94014,16.820726,350.0,33.02003,100.0,31.66932,350.0,33.118675,300.0,32.665092
10883400042968.0,1,C,1.4437779818904133,0.3003739479547378,20.401009,19.584274,19.11227,18.820547,90.0,31.568808,61.0,31.258972,90.0,31.737576,118.0,31.74627
10779300004715.0,1,C,1.5867875119624462,0.3075036684028334,20.800537,19.26146,18.677233,18.323612,90.0,31.421913,90.0,31.69098,90.0,31.650541,125.0,31.736464
10922100204352.0,1,C,2.9253652940350787,0.3936460098050651,20.568138,19.166958,18.830795,18.615402,100.0,31.606756,300.0,33.041225,267.0,32.652863,128.0,31.779093
10985400105978.0,1,C,1.4174687149666223,0.2991182635331572,19.652493,18.90866,18.513554,18.276241,240.0,32.470932,90.0,31.668522,90.0,31.587032,90.0,31.299776
10653600037230.0,2,C,1.874099699600689,0.3240240285988753,18.445305,18.367983,17.979935,18.19862,94.0,31.46661,57.0,31.088797,80.0,31.476456,80.0,31.163092
10639800103174.0,2,C,4.994311206662244,0.8569686278407703,20.103273,18.91809,18.504543,18.198053,116.0,31.803175,60.0,31.276918,90.0,31.643456,100.0,31.518143
11036000320808.0,3,C,4.88197011037373,0.4222953293408346,18.392555,17.255634,16.811207,16.655075,90.0,31.480787,90.0,31.665949,200.0,32.52664,90.0,31.241056
10679400088380.0,2,C,1.7992984273967014,0.3784464541307281,20.341171,19.161026,18.90224,18.54943,110.0,31.598,40.0,30.70191,80.0,31.555523,126.0,31.67775
10753500153837.0,2,B,3.709385981936672,0.5809086848239265,21.47118,20.331947,19.822641,19.676828,90.0,31.418339,65.0,31.301668,90.0,31.682095,90.0,31.314495
10909200260372.0,1,B,1.924398570529642,0.3262095317162962,21.134583,20.079016,19.436382,19.210342,100.0,31.597391,150.0,32.22429,45.0,30.808159,98.0,31.5537
10628400094358.0,1,C,3.140849832578046,0.4099133282878899,21.704782,20.346678,19.763159,19.39832,165.0,32.05126,40.0,30.69722,290.0,32.912445,250.0,32.418182
10613000094310.0,4,C,3.1191669470379684,0.2789815793712625,19.959358,18.80505,18.125824,17.880760000000002,86.0,31.434254,86.0,31.596565,80.0,31.525532,80.0,31.164354
10754000135935.0,4,C,3.9055210095764776,0.4979568176068958,21.883951,20.59964,19.363373,19.684582,120.0,31.737162,120.0,31.945312,90.0,31.629192,70.0,31.049274
10805300010256.0,2,B,2.038355546662188,0.3282143831005216,21.926437,20.84834,20.280455,19.740604,84.0,31.467016,70.0,31.416656,140.0,32.136566,200.0,32.23716
11012500204279.0,1,A,1.9515798918948304,0.3278203787815553,21.635925,20.881647,20.471191,20.206348,90.0,31.373287,150.0,32.219334,90.0,31.640697,90.0,31.23544
10677100063507.0,2,C,1.9388474228000907,0.4110229417562254,19.615438,18.522799,18.192244,17.994917,86.0,31.44413,86.0,31.575405,100.0,31.703176,130.0,31.746595
10984900227548.0,2,C,3.096109449903554,0.3630956967969682,19.63874,18.988570000000003,18.822803,19.004599,90.0,31.469135,90.0,31.677643,150.0,32.25934,147.0,31.889975
10894800107640.0,1,B,2.341550255746814,0.3524317465863138,20.828169,19.581312,19.210743,18.870441,300.0,32.78911,150.0,32.20369,60.0,31.174314,333.0,32.54894
10996600261223.0,3,C,4.989170778174221,0.694965551310526,20.814295,19.901064,18.918898,18.288769,96.0,31.598269,30.0,30.525116,30.0,30.476122,30.0,30.265182
10984700001034.0,1,C,1.2659280842119165,0.2922418504320771,20.216732,19.259508,18.83488,18.631231,90.0,31.478401,90.0,31.669106,73.0,31.393003,90.0,31.380783
10986300148976.0,1,C,1.3464670044517522,0.2958196983650222,20.91652,19.891615,18.763805,18.140644,100.0,31.600124,100.0,31.813772,45.0,30.848408,126.0,31.739305
10897600090743.0,2,C,4.194705148863125,0.2662786147722406,20.504986,19.302608,18.84925,18.43834,90.0,31.586855,100.0,31.818665,226.0,32.67026,120.0,31.672068
10856500158211.0,5,C,2.5026127642549048,0.2824247733667942,20.140673,18.902435,18.556047,18.276402,300.0,32.73386,150.0,32.168354,92.0,31.61969,110.0,31.551884
10651900203793.0,1,B,2.3788058437584048,0.3549179235020279,20.301174,19.017736,18.634254,18.411396,285.0,32.657528,68.0,31.339298,145.0,32.128212,100.0,31.517698
11010800268439.0,1,C,1.760446654592255,0.3168142740418282,20.61863,19.335144,18.8549,18.612045,90.0,31.474241,90.0,31.661028,60.0,31.206755,123.0,31.721865
10922200126601.0,3,C,2.544750144064588,0.7669112259039752,20.372383,19.01103,18.698185,18.4847,100.0,31.620632,210.0,32.58937,133.0,32.039032,196.0,32.29786
10843300125580.0,1,C,1.920847750905508,0.3260001853091306,20.337765,19.604624,19.326687,19.229145000000003,90.0,31.409296,90.0,31.668444,243.0,32.741722,83.0,31.295805
10666800105006.0,2,B,1.7271558023311266,0.3851808530940541,20.097313,18.80313,18.376762,18.055563,108.0,31.607147,48.0,30.922268,153.0,32.21186,250.0,32.28689
11024400107114.0,1,C,1.6416362848877464,0.3103695489551132,21.293882,19.72858,18.508629,18.211647,100.0,31.6183,150.0,32.219326,150.0,32.23525,158.0,31.96745
10677600169629.0,4,B,3.1559060727910184,0.4491438370430273,19.716,18.751398,18.499931,18.215916,86.0,31.419884,86.0,31.584263,86.0,31.520084,80.0,31.191109
10793100002012.0,1,C,2.9636550157639507,0.3964997736753808,21.955608,20.61661,20.11723,19.723724,90.0,31.08788,30.0,30.491402,113.0,31.892746,90.0,31.247334
10921400061859.0,1,C,2.0583089131855505,0.3342841842220341,20.087387,18.924583,18.51213,18.229801,90.0,31.484806,90.0,31.661943,30.0,30.479046,225.0,32.201164
10769100095411.0,2,B,5.214430392368929,0.4293979754285595,21.090034,20.063068,19.618464000000003,19.432774,300.0,32.749985,30.0,30.532436,90.0,31.650867,56.0,30.840649
10985100248216.0,2,B,1.9318428898008613,0.2952043086133591,19.483994,18.942413,18.628922,18.600742,267.0,32.725735,267.0,32.904675,150.0,32.27237,333.0,32.799686
10691800096441.0,2,C,1.6431245079073786,0.2935408123012961,20.199686,19.224148,19.103786,18.65942,74.0,31.286314,58.0,31.200329,90.0,31.635952,96.0,31.257027
10960100282049.0,1,B,3.123166532944213,0.4085599734739416,21.803871,20.915245,20.204216,19.96415,240.0,32.47321,180.0,32.421623,180.0,32.262886,50.0,30.683891
10894900002229.0,6,B,4.405404212879143,0.4060403761021112,21.299477,20.129547,19.30202,18.906254,267.0,32.691124,150.0,32.196335,60.0,31.165405,333.0,32.5415
10769800070895.0,1,C,2.655399607881598,0.3740200940796864,19.994806,18.868687,18.408354,17.969847,90.0,31.568243,40.0,30.82848,90.0,31.508888,150.0,31.810797
10677900071557.0,1,C,1.968830622308144,0.3288502701738022,18.98451,17.653107000000002,17.236128,17.004248,88.0,31.359411,49.0,30.99976,30.0,30.400997,94.0,31.198746
10987300428180.0,2,C,2.0126655682732504,0.368565511069926,21.79692,20.295483,19.370588,18.993484,90.0,31.56558,100.0,31.85013,200.0,32.51561,30.0,30.150402
10755600020606.0,3,C,2.505438137891362,0.5836574277743635,20.757812,19.604694,19.390661,19.083862,200.0,32.432278,180.0,32.455723,250.0,32.83275,240.0,32.454315
10884300075409.0,2,C,2.677811466960363,0.4305520270487282,21.74675,20.064651,19.526295,19.158577,100.0,31.576767,100.0,31.819042,90.0,31.660717,82.0,31.224808
10894900180064.0,1,C,3.1980828453769363,0.414314975422012,20.278307,19.436493,19.19884,18.989525,300.0,32.783386,150.0,32.196865,80.0,31.432165,90.0,31.35194
10627200006227.0,1,B,1.7185215827512712,0.3145039336857638,20.67083,19.547152,19.136913,18.839094,200.0,32.482426,200.0,32.65809,300.0,33.02954,200.0,32.222015
10718000128862.0,3,C,2.8238789266721214,0.302308558374928,20.838726,19.606518,19.271263,19.082575,250.0,32.538025,250.0,32.75126,200.0,32.48096,75.0,31.1534
10806500116011.0,1,B,3.284084817265084,0.4209889438808464,18.949305,18.36949,18.180294,18.131296,90.0,31.557571,30.0,30.573017,90.0,31.654402,56.0,30.848202
10946700150390.0,1,B,3.0403657830589967,0.4022658336821056,20.346554,19.464447,17.857632000000002,17.671985999999997,90.0,31.590765,95.0,31.78118,150.0,32.24244,90.0,31.404734
10871300178144.0,2,C,4.9739658864766,0.6105456020926213,19.252806,18.150452,17.688126,17.308619,100.0,31.570877,100.0,31.830986,90.0,31.635323,93.0,31.459808
10692100026577.0,1,B,2.68448479929464,0.3760906092638313,21.675518,20.079054,19.095676,18.828207,115.0,31.699444,40.0,30.80458,35.0,30.573776,108.0,31.505257
10677400005901.0,5,C,2.2733772202890465,0.402763103064739,20.072075,18.807726,18.433815,18.494495,285.0,32.70217,257.0,32.720238,145.0,32.135696,117.0,31.503574
10717000090485.0,1,C,2.001079360171301,0.3307910912600819,21.383787,19.895622,19.27394,18.899520000000003,90.0,31.552013,31.0,30.498257,110.0,31.803549,100.0,31.429523
10676300171714.0,3,B,2.1993972414724605,0.3499476619703933,20.60602,18.973963,18.526583,18.260654,90.0,31.38184,30.0,30.488163,209.0,32.50446,70.0,31.02167
10676200037943.0,2,C,2.051808287580159,0.2650102580891083,19.109707,18.603487,18.417551,18.30307,90.0,31.392159,35.0,30.61363,90.0,31.664034,70.0,31.03723
10754800098755.0,1,A,2.3363872940730586,0.3520889317758516,20.397322,18.804832,18.13173,17.860588,90.0,31.556793,30.0,30.489288,160.0,32.2452,80.0,31.2726
10779300105059.0,2,C,2.0303001883072183,0.2710977118355987,21.167198000000003,19.567533,19.033699,18.809036,90.0,31.409771,90.0,31.694128,90.0,31.652704,124.0,31.726534
10729000002684.0,3,C,2.677292845693089,0.2681356002553317,21.403862,20.003298,19.635273,18.982958,90.0,31.552677,30.0,30.506111,160.0,32.240845,60.0,30.787697
10858200175702.0,1,C,2.657432609040108,0.3741644567778949,19.714064,18.823433,18.57764,18.305475,100.0,31.612017,150.0,32.19305,189.0,32.410965,176.0,32.203434
10832800034130.0,1,C,2.053051727050335,0.33396073712256,21.98521,20.276007,19.109776,19.074745,90.0,31.557762,100.0,31.827904,90.0,31.63963,62.0,30.97805
10782400044826.0,1,C,2.261606013903089,0.3471716832076403,20.91406,19.528805,19.06475,18.767708,90.0,31.581959,53.0,31.148869,90.0,31.630829,70.0,31.106224
10794100095151.0,1,C,2.001766233271236,0.3308326473107651,21.488735,19.827171,19.126083,18.789898,300.0,32.780926,300.0,32.986008,300.0,32.9154,59.0,30.882446
10742500001742.0,2,C,2.2448380807846817,0.8385296373855907,19.163511,18.329931,17.93243,17.741257,90.0,31.55557,30.0,30.52509,189.0,32.42262,56.0,30.84747
10680100000730.0,1,B,3.3490141346185704,0.426073370135649,18.966125,17.95747,17.551052,17.303625,116.0,31.652618,44.0,30.826141,90.0,31.698336,112.0,31.503805
10806000064148.0,2,C,2.562088444793199,0.4241585148083995,21.2267,19.54038,18.887123000000003,18.349262,90.0,31.58819,36.0,30.661446,99.0,31.745754,90.0,31.247173
10922500002481.0,1,C,3.4772976015022388,0.4362287772420937,20.72996,19.204979,18.685965,18.360077,267.0,32.76278,267.0,32.902878,333.0,33.085056,333.0,32.75905
10768300086459.0,1,B,2.6801062585320814,0.3757781999667202,18.746033,17.931534,17.715904000000002,17.524166,90.0,31.541813,41.0,30.811954,90.0,31.667995,56.0,30.833591
10984500033008.0,1,C,3.0100557397293217,0.3999798939481513,21.899231,20.915195,20.151058,19.894056,90.0,31.440422,90.0,31.621517,76.0,31.432096,90.0,31.35843
10806800054647.0,3,C,3.392715281761632,0.3391280583032924,21.658405,20.219172,19.702078,19.45385,90.0,31.582775,41.0,30.811514,90.0,31.642204,56.0,30.851967
10908900019074.0,1,C,2.008976781005858,0.3312694327374721,19.681442,18.769512,18.430857,18.25982,90.0,31.563616,30.0,30.48418,90.0,31.657953,94.0,31.41343
10972300004622.0,1,C,1.968193506841643,0.328812129952251,20.880486,19.502266,18.972672,18.619091,267.0,32.734997,267.0,32.89999,333.0,33.05176,333.0,32.7874
10986200123748.0,1,C,2.440304066449201,0.3590687947556639,19.171383,18.445713,18.081503,17.957481,100.0,31.612665,150.0,32.187473,45.0,30.837214,90.0,31.287577
10613500051716.0,4,B,2.8446913754023453,0.7423295831839702,20.589764,20.099255,19.291441,18.934908,86.0,31.39204,100.0,31.884695,100.0,31.833685,180.0,32.080082
10754000047250.0,1,C,1.4333717709784728,0.2998751512519496,18.764435,18.480654,18.279495,18.29712,120.0,31.74962,90.0,31.680767,80.0,31.430893,70.0,31.054516
11025400145012.0,1,B,1.9958838205007896,0.3304770525306837,21.629805,20.30651,19.807270000000003,19.435942,90.0,31.574255,30.0,30.554129,90.0,31.660183,50.0,30.750175
10984900072228.0,2,C,3.581756102493165,0.5000985767226481,19.673782,18.4328,17.9361,17.935364,90.0,31.484962,90.0,31.67338,150.0,32.255062,60.0,29.889349
10678400025578.0,3,C,3.3581202652926083,0.89394031727631,21.497559,20.021006,19.22623,18.965567,116.0,31.868946,56.0,30.9716,114.0,31.896423,80.0,30.637215
10640100118067.0,1,C,2.457430807712158,0.3602349535330078,19.440216,18.609348,18.268677,18.001739999999998,103.0,31.520836,119.0,31.923737,60.0,31.21824,199.0,32.15538
10627200118729.0,1,C,4.240464856962007,0.4991943329318735,21.66539,20.253246,19.79078,19.517456,147.0,31.940716,220.0,32.547737,300.0,33.03337,200.0,32.22072
10806300189785.0,2,B,4.447655488631421,0.3153029930892571,19.37862,17.67983,17.082394,17.164331,180.0,32.168392,30.0,30.474522,180.0,32.377304,30.0,30.18018
10677600030498.0,5,B,2.2739603410042544,0.4158433641351227,20.410837,19.257153,18.811295,18.530771,174.0,32.25626,200.0,32.652626,86.0,31.521172,116.0,31.498482
10692700061187.0,1,B,1.4027621070538174,0.2984241533285479,21.916748,20.232119,19.755276,19.58885,267.0,32.636913,267.0,32.821636,90.0,31.72794,115.0,31.551996
10972800153166.0,1,B,2.79052195275959,0.3837312701466118,21.700062,20.043194,19.344791,19.096685,240.0,32.47474,180.0,32.390644,180.0,32.374313,90.0,31.292515
10691000166251.0,2,C,2.351853375918292,0.851433582120787,20.091608,19.041012,18.672794,18.444048,173.0,31.887579,59.0,31.211193,210.0,32.578377,163.0,31.95535
10807800109537.0,1,C,3.852345662262796,0.4666746522102415,19.61681,18.396605,17.744535,17.494272,90.0,31.582075,100.0,31.818243,90.0,31.64421,70.0,31.117723
10907500073642.0,2,C,4.134459930886376,0.2997287710622999,18.184074,17.548758,17.466843,17.478037,90.0,31.542019,90.0,31.644457,90.0,31.683344,72.0,31.072525
10985200202073.0,1,C,1.764019023691623,0.3170129195466006,20.12893,18.631985,18.02786,17.154068,90.0,31.477448,90.0,31.67045,90.0,31.617311,90.0,31.407698
10820300030266.0,1,B,2.478635225542569,0.3616847879203722,19.736979,18.824154,18.441938,18.109886,90.0,31.565187,30.0,30.537008,90.0,31.668615,87.0,31.280655
10742600056903.0,1,C,1.9329452951012271,0.3267144550498794,20.733282,19.063381,18.648108,18.245865,90.0,31.55492,31.0,30.504822,60.0,31.22137,56.0,30.841747
10793400045384.0,1,C,3.257677480026953,0.4189321969468897,20.791672,19.796192,19.450653,19.136889,90.0,31.56057,30.0,30.46494,90.0,31.65763,50.0,30.750492
10985100082801.0,1,B,0.9235659928412376,0.2791223771597831,20.064255,19.234444,18.935783,18.557692000000003,90.0,31.489483,90.0,31.661648,150.0,32.2561,60.0,30.985155
10844200013893.0,2,C,2.417077090513397,0.3062960133067788,21.28364,19.617485,19.080643,18.547787,90.0,31.56058,120.0,31.937315,124.0,31.996887,90.0,31.250246
10640800069017.0,5,B,4.010806833024541,0.5710011791778319,19.501278,18.137142,17.698176999999998,17.492957999999998,250.0,32.583282,170.0,32.40949,250.0,32.770035,240.0,32.287735
10715000101026.0,1,B,3.475929003404612,0.4361196904143332,19.318178,18.346655,17.988989,17.808037,90.0,31.519361,62.0,31.251339,90.0,31.652536,120.0,31.580395
10653200043197.0,2,B,2.548838458502031,0.360864729498289,18.97174,18.578846,18.320091,18.25614,79.0,31.383121,40.0,30.772867,90.0,31.588886,100.0,31.500698
11023700031580.0,1,B,2.333201350175557,0.3518776000324692,21.517738,20.790237,20.260431,19.954403,90.0,31.464548,90.0,31.68178,90.0,31.604183,161.0,31.997124
10856200169034.0,1,B,1.7083490458975947,0.3139492389323348,20.764376,19.475863,19.165625,18.821308,90.0,31.40273,90.0,31.69829,213.0,32.603954,162.0,31.928034
10651000158564.0,2,C,3.210647447340838,0.2968283204577366,20.148022,18.965519,18.54911,18.180511,101.0,31.454084,40.0,30.679544,90.0,31.674591,102.0,31.472458
10999400314062.0,1,C,3.6647186920061783,0.4513105260409897,20.545769,20.07144,20.44854,19.746803,40.0,30.620132,40.0,30.820166,45.0,30.836035,90.0,31.37199
10703300138977.0,1,C,1.357923001760049,0.2963428905627571,19.203278,18.619423,18.313286,18.217083,108.0,31.658978,40.0,30.711723,160.0,32.26226,240.0,32.464516
10781000078919.0,3,C,2.880655471771238,0.8691796033328966,20.868473,19.563883,19.174915,18.817196,90.0,31.57587,31.0,30.508942,90.0,31.663452,73.0,31.259203
10741700051963.0,1,B,1.7951786002680354,0.318757309043421,21.444553,19.819248,19.322094,18.902002,90.0,31.556358,30.0,30.498573,160.0,32.260414,60.0,30.785433
10703300170733.0,1,C,2.989937061211644,0.3984680618318979,20.566082,19.12305,18.341574,18.171825,130.0,31.796465,72.0,31.380558,90.0,31.573078,80.0,31.162312
10998200208788.0,4,C,2.424861399153718,0.3024498137084431,20.991089,20.0746,19.266056,18.971346,267.0,32.73799,90.0,31.6637,333.0,33.10276,333.0,32.837505
10677900022695.0,4,A,2.3292506891388545,0.2951543032219526,20.619114,19.03909,18.42772,18.122223,88.0,31.372944,77.0,31.48165,90.0,31.60139,179.0,32.049995
10947200162845.0,1,C,4.013011222941648,0.4800230731481105,19.681515,18.460724,18.06655,17.766567000000002,240.0,32.462902,180.0,32.34298,90.0,31.571154,90.0,31.340178
10946500086715.0,1,A,1.94509646976146,0.3274348221658548,20.160204,18.937927,18.648157,18.413376,90.0,31.49659,90.0,31.673512,150.0,32.24322,196.0,32.24589
10717000151968.0,1,B,2.733397385331295,0.3795973823162636,21.02639,19.60867,19.057405,18.78904,90.0,31.560722,31.0,30.496952,110.0,31.8047,100.0,31.418148
10703400012265.0,1,A,1.473430988429274,0.3018104517352517,19.629332,18.25049,17.655929999999998,17.371342000000002,102.0,31.53633,40.0,30.69794,160.0,32.27808,214.0,32.091534
10679600136878.0,1,B,2.305825720793317,0.3500683969551096,18.835732,17.913874,17.554008,17.365257,200.0,31.881691,40.0,30.794512,90.0,31.651941,95.0,31.330425
10767800082040.0,3,A,2.4666532577688964,0.3667682670940683,20.552235,19.100203,18.81976,18.573435,90.0,31.570396,30.0,30.492306,90.0,31.666174,56.0,30.859617
10626700038887.0,1,C,3.502311814372373,0.4382253306815148,18.865856,17.958172,17.67357,17.34505,175.0,32.12015,150.0,32.34912,167.0,32.26767,90.0,31.311989
10690100083768.0,2,C,1.7384461933866628,0.5237599761150937,20.241846,19.593725,19.440006,19.396702,300.0,32.651398,300.0,32.919506,300.0,32.83837,80.0,31.167446
10883000170861.0,1,C,1.7341082420020957,0.3153583262731396,19.867203,18.879095,17.866844,17.433304,240.0,32.55159,30.0,30.466473,120.0,31.928436,78.0,31.18023
10882300004495.0,1,C,2.4639704893218592,0.3606813908735659,21.607246,19.940125,18.958103,18.655571,267.0,32.647556,267.0,32.905586,333.0,33.09162,333.0,32.78539
10755000017524.0,2,C,2.295156303089221,0.8231288853862695,19.575232,18.837624,18.618141,18.57605,90.0,31.57339,30.0,30.46711,90.0,31.652596,56.0,30.84862
10985600075284.0,1,C,2.927804077925926,0.3938272809077563,21.943563,20.326283,19.663399,19.418318,240.0,32.476322,180.0,32.3728,184.0,32.395363,90.0,31.290297
10818500142317.0,1,C,3.4587183639072583,0.4347492233555949,20.705124,19.38504,19.046783,18.692858,90.0,31.558517,41.0,30.825165,90.0,31.671635,60.0,30.79321
10664900001126.0,1,B,1.8412214066650376,0.3213728717294224,21.040989,19.578293,19.038616,18.703564,160.0,32.13641,254.3812,32.376816,90.0,31.614567,98.0,31.427698
10895200025230.0,1,B,1.2542108473751488,0.2917361967544221,21.278229,21.120556,19.554264,19.173399,60.0,31.12543,100.0,31.731672,333.0,33.0501,333.0,32.78015
10960300019273.0,1,C,2.00759752527766,0.3311858062100636,19.186726,17.76357,17.334885,16.957767,90.0,31.424715,90.0,31.600872,45.0,30.772503,90.0,31.356422
10999600180530.0,1,C,3.1867886221917487,0.4134438017739628,21.806046,21.230366,20.944122,20.886017,90.0,31.554724,150.0,32.309185,83.0,31.5567,152.0,32.03122
10691100128665.0,1,B,2.73528332114964,0.3797332069619327,19.24626,18.970724,18.789171,18.789303,175.0,31.75164,40.0,30.693876,90.0,31.653154,116.0,31.624088
10742100179352.0,1,A,1.4638342667739297,0.3013431061196119,21.243567,19.573220000000003,18.975159,18.53442,90.0,31.588491,30.0,30.477736,90.0,31.653437,50.0,30.752728
10830700122083.0,2,C,3.158869499100742,0.3282901203564278,21.640633,20.160164,19.166958,18.812069,90.0,31.532124,200.0,32.513893,135.0,32.044502,113.0,31.593384
10715700107498.0,2,C,2.126048504661576,0.2634013238802309,20.615452,19.24538,18.676811,18.204683,200.0,32.404327,30.0,30.430338,90.0,31.635826,240.0,32.457718
10947300200925.0,4,A,3.6731486434921097,1.246024530851106,20.24255,18.608742000000003,17.998192,17.630531,45.0,30.416021,180.0,32.427486,180.0,32.392647,90.0,31.290112
11011300018212.0,2,C,3.229226576256104,0.603594074452913,20.665464,19.699177,19.309868,18.98646,90.0,31.42128,30.0,30.542809,92.0,31.669466,90.0,31.315683
10857200012162.0,4,B,4.185867598772244,0.7341577525050524,21.46305,19.932844,19.49795,19.03253,90.0,31.568878,30.0,30.467602,30.0,30.477844,90.0,31.237736
10704500040572.0,2,B,3.7316569375873936,0.7586214729800597,21.159916,19.949715,19.429241,19.083435,120.0,31.706629,40.0,30.695698,90.0,31.631355,96.0,31.458614
10935600094782.0,1,C,1.642686823119257,0.3104251278303616,19.209013,18.578444,18.26867,18.130028,100.0,31.592484,150.0,32.208267,164.0,32.32739,90.0,31.374613
10984900065174.0,1,C,2.117473301299917,0.3379593049720331,20.770332,19.04544,18.309067,17.891014000000002,267.0,32.702686,267.0,32.891804,150.0,32.17413,333.0,32.769936
10691900152191.0,1,B,3.4928199261609048,0.4374671077531049,20.256773000000003,19.469294,19.007246,18.632446,175.0,32.171413,57.0,31.182343,80.0,31.471067,108.0,31.460615
10819400170940.0,1,C,1.9338354157360087,0.3267671252613222,21.927357,21.093552,20.59767,20.228168,90.0,31.574469,37.0,30.69933,90.0,31.669834,56.0,30.851406
10653400091103.0,1,C,2.258197115341688,0.3469497112224987,20.161201,18.980745,18.364359,18.092674,144.0,31.952002,116.0,31.969702,35.0,30.557884,100.0,31.508835
10986200156985.0,3,C,3.5256321266246324,0.3064193532208866,19.515617,18.230036,18.122116,17.57317,100.0,31.640135,210.0,32.597572,90.0,31.59109,90.0,31.306795
10651400046459.0,2,C,1.5563977808549383,0.314399287411403,20.242311,19.7741,19.708355,19.291967,86.0,31.43489,86.0,31.577888,100.0,31.697796,80.0,31.226944
10663500184536.0,1,C,3.3697258053039905,0.4277032616538203,21.058067,19.722046,19.261425,18.923471,90.0,31.394184,31.0,30.520092,243.0,32.668,205.0,32.300583
11000100328847.0,1,C,2.831624690207967,0.386730583044519,20.350046,19.298548,19.002129,18.751158,90.0,31.551132,100.0,31.863422,90.0,31.653173,90.0,31.265022
10895100254677.0,1,C,2.6505383518974077,0.3736751203235107,21.138103,19.428411,18.819973,18.507881,200.0,32.425194,160.0,32.34214,250.0,32.779133,160.0,32.014446
10741200003845.0,1,A,1.636565643076566,0.3101016463048627,21.91835,20.24598,19.3858,19.054382,120.0,31.728443,120.0,31.946308,140.0,32.141876,200.0,32.23046
10689700133482.0,1,C,2.544905128443221,0.3662580799487788,19.698132,19.29315,19.11984,19.049788,82.0,31.257465,40.0,30.67586,90.0,31.602036,131.0,31.62144
10857300124259.0,3,B,3.6534192161774,0.2982240824602296,19.379215,19.236847,19.168385,19.09621,90.0,31.5232,30.0,30.46135,30.0,30.492603,113.0,31.625751
10884200160980.0,1,B,3.3720835694487867,0.4278890463583576,19.101784,18.152496,17.853697,17.60987,100.0,31.585514,100.0,31.823505,90.0,31.66373,70.0,31.102741
10665100013503.0,4,B,3.2108389655017,0.8780000255756175,20.491018,19.081936,18.749245,18.574314,174.0,32.232433,150.0,32.344383,90.0,31.602882,135.0,31.771545
10742800032580.0,1,C,1.924940569862548,0.3262415086634861,20.646029,19.308996,18.84439,18.511627,90.0,31.55804,30.0,30.543047,90.0,31.662474,159.0,32.070107
10755600152265.0,2,B,3.268382941500761,0.3597759787406768,20.520832,20.129103,19.948366,19.925276,170.0,32.19534,180.0,32.465916,250.0,32.83148,240.0,32.51813
10780600120827.0,1,C,4.751421581750354,0.5432675496247041,21.57302,19.865274,19.268967,18.859236,90.0,31.569796,30.0,30.471348,90.0,31.653,56.0,30.848282
10894000044298.0,1,C,2.842849017590236,0.3875531774713474,19.55463,18.443062,17.98225,17.71901,96.0,31.684046,200.0,32.516384,30.0,30.499115,30.0,30.21061
10806400107301.0,1,C,3.4555224943107024,0.4344950138803351,20.014427,19.36317,19.245766,19.090036,90.0,31.567608,35.0,30.641977,90.0,31.665108,94.0,31.39692
